1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC(0.5)
3,Cifar100,FedProx,1,4.588576360921788,0.009749028390751598,0.554779143689954,0.020000224057824267,0.10248690876630503
4,Cifar100,FedProx,2,4.559023941767085,0.018839338646992953,0.5883386650924909,0.0342680210351599,0.10127788768703123
5,Cifar100,FedProx,3,4.51980213313773,0.027929648903234305,0.6157938864339275,0.051188869163265885,0.09824832445457644
6,Cifar100,FedProx,4,4.476689100546733,0.035702522890455175,0.6384175574368965,0.0571686424494915,0.0947609889335512
7,Cifar100,FedProx,5,4.429327533677966,0.04360714050457809,0.6601134762070412,0.06187324590109563,0.08983978188996662
8,Cifar100,FedProx,6,4.381438779523743,0.049206244647915155,0.6792543778425049,0.06646290352933344,0.08522953519332253
9,Cifar100,FedProx,7,4.3355582372623696,0.0528291943877215,0.6953403658762305,0.06848950853414716,0.08152844845308299
10,Cifar100,FedProx,8,4.297273575442963,0.05625452868717476,0.7075669558460757,0.06840404970494761,0.07903675693463283
11,Cifar100,FedProx,9,4.258426313099136,0.06093142744219748,0.7186070202030594,0.0694364724878117,0.0764330424618086
12,Cifar100,FedProx,10,4.222712247603797,0.06409327448784664,0.7282928463086016,0.07095017257960777,0.07258804162936054
13,Cifar100,FedProx,11,4.190720225232838,0.06758448060075094,0.7361051279891392,0.06971214702446596,0.07068748948205796
14,Cifar100,FedProx,12,4.163227827706254,0.07292009749028391,0.741899210218679,0.07386298890095341,0.06985029395487256
15,Cifar100,FedProx,13,4.138079379931216,0.0764113036031882,0.7471190597808661,0.07495212520871603,0.06936229412440417
16,Cifar100,FedProx,14,4.115008174091315,0.078585073447072,0.751444676117472,0.0762425922928117,0.06900263636303104
17,Cifar100,FedProx,15,4.091566089536326,0.08273499769448653,0.7564813225275403,0.07721055807099228,0.06725626697470856
18,Cifar100,FedProx,16,4.06758533948866,0.08668730650154799,0.7616694248472783,0.07943855744818343,0.06430617036842859
19,Cifar100,FedProx,17,4.044551545690359,0.08938805085303998,0.7672196298594888,0.08068898155135362,0.061697333237071855
20,Cifar100,FedProx,18,4.0271971151320605,0.09208879520453198,0.7705304678752921,0.07967829730733672,0.061482061537503116
21,Cifar100,FedProx,19,4.010805458406411,0.09116658981621764,0.7736638068749371,0.08005988661523358,0.06045510426076987
22,Cifar100,FedProx,20,3.9966695757788804,0.09110071800276662,0.776032400158348,0.07960230081978915,0.06009578931940454
23,Cifar100,FedProx,21,3.981505117370087,0.09525064225018115,0.7787635827377459,0.08189620645112916,0.05939401759028
24,Cifar100,FedProx,22,3.968541582443463,0.09814900204202621,0.7808638800937185,0.08280652249242791,0.059291606367778964
25,Cifar100,FedProx,23,3.9525693038902876,0.09893946380343852,0.7837148152354101,0.08093153250772897,0.05750013749383311
26,Cifar100,FedProx,24,3.941755060188654,0.09893946380343852,0.7851932186943711,0.07968819928395957,0.057159444570812394
27,Cifar100,FedProx,25,3.929518534866546,0.1019036954087346,0.7868390796078772,0.08398867613755723,0.0573525797741955
28,Cifar100,FedProx,26,3.9189695778261693,0.10440682431987353,0.7886322902830473,0.08634162333251272,0.056810292121587974
29,Cifar100,FedProx,27,3.9073495801591296,0.10585600421579607,0.7910526563298911,0.08628674623043085,0.055374582621818075
30,Cifar100,FedProx,28,3.899527907706834,0.10684408141756142,0.7918310742113215,0.08575558073132866,0.05616460708820374
31,Cifar100,FedProx,29,3.8863031386182545,0.1102694157170147,0.7938846187200688,0.08536781403589815,0.05534473619386621
32,Cifar100,FedProx,30,3.8769342896726537,0.11349713457611488,0.7951444655050894,0.08533971773452212,0.055342257216427916
33,Cifar100,FedProx,31,3.866596226531682,0.11270667281470259,0.7967266515997146,0.08523442500074933,0.05518322150904874
34,Cifar100,FedProx,32,3.858728247841455,0.11376062182991897,0.7979888292831618,0.08499955619739016,0.05509929634801957
35,Cifar100,FedProx,33,3.8537811025518782,0.11534154535274356,0.7985834413450406,0.08484844312653168,0.05517651587883973
36,Cifar100,FedProx,34,3.8429843804524975,0.11665898162176405,0.8002716980435761,0.08630969007349583,0.05471827765644851
37,Cifar100,FedProx,35,3.834016395528091,0.11672485343521508,0.8016065601306639,0.08722523419623979,0.05460679597802977
38,Cifar100,FedProx,36,3.8293158677688433,0.11725182794282327,0.8017457366356696,0.0878030351823562,0.05495243165902393
39,Cifar100,FedProx,37,3.820420242007053,0.11777880245043146,0.8027155720475659,0.0886238687230073,0.05521006042471711
40,Cifar100,FedProx,38,3.8148736509391137,0.11982082866741321,0.8038812254067544,0.08757684619539333,0.05455892703812194
41,Cifar100,FedProx,39,3.807107167920641,0.12080890586917858,0.805306366864396,0.08911713664720922,0.05385995164906276
42,Cifar100,FedProx,40,3.798967882559527,0.12298267571306239,0.8059168525411914,0.08968282561402784,0.0546491972734965
43,Cifar100,FedProx,41,3.79431476021687,0.1238390092879257,0.8065703196094887,0.08987785203156018,0.054796262804157704
44,Cifar100,FedProx,42,3.7894316239772783,0.12541993281075028,0.8077463686721147,0.0880771289498462,0.05400291355131868
45,Cifar100,FedProx,43,3.7776428031116636,0.12436598379553389,0.809598634655904,0.08886567794017328,0.05308719731088702
46,Cifar100,FedProx,44,3.775546602194284,0.12416836835518082,0.8097986944716699,0.09109926583108892,0.05366776130246321
47,Cifar100,FedProx,45,3.77051358664926,0.12594690731835848,0.8098936533613968,0.08971711276894415,0.054684657846560764
48,Cifar100,FedProx,46,3.7629119026586286,0.12647388182596667,0.8110578217189384,0.09061074372212771,0.054212117983730046
49,Cifar100,FedProx,47,3.756853014812118,0.12693498452012383,0.8119017256690161,0.08953271368215591,0.053897869138360956
50,Cifar100,FedProx,48,3.7467886409918743,0.12752783084118305,0.8136597329672562,0.08900777028050356,0.05267069733260083
51,Cifar100,FedProx,49,3.7445088002785787,0.12930636980436072,0.813569025550422,0.08987603384973088,0.05285658563633467
52,Cifar100,FedProx,50,3.7360762653977324,0.13194124234240168,0.8146732325010403,0.09153204131907465,0.05264783939048058
53,Cifar100,FedProx,51,3.7275717401772765,0.13154601146169553,0.8157438585337037,0.09130339263687576,0.05206976593518883
54,Cifar100,FedProx,52,3.725286721371986,0.12943811343126277,0.8160995367474357,0.09084895529144091,0.052195791716776005
55,Cifar100,FedProx,53,3.715803580701205,0.1341150121862855,0.8172671389697974,0.09130923014111231,0.051408852159204405
56,Cifar100,FedProx,54,3.7105896089916577,0.1322706014096568,0.8178845579515592,0.09018012648538994,0.051284416875866275
57,Cifar100,FedProx,55,3.7020900839308126,0.1335880376786773,0.8189541587678097,0.09076772994818325,0.050789921036848026
58,Cifar100,FedProx,56,3.700688184708392,0.13464198669389368,0.8187227702130737,0.09009909721472042,0.051544947633842216
59,Cifar100,FedProx,57,3.699991420883523,0.13352216586522628,0.8186499898432641,0.09266287245695176,0.05219235545882168
60,Cifar100,FedProx,58,3.6926174587178453,0.1352348330149529,0.8197097979675,0.09341477969963291,0.051832947287509624
61,Cifar100,FedProx,59,3.6897099882826683,0.13813319280679798,0.820375670086629,0.09443155766414885,0.05118360074405352
62,Cifar100,FedProx,60,3.686382029809598,0.13701337197813057,0.8204451496514755,0.09132134890419949,0.05154507339560094
63,Cifar100,FedProx,61,3.673646320000652,0.13800144917989593,0.8221221980459363,0.09202684292408181,0.05042186284473119
64,Cifar100,FedProx,62,3.66645082781897,0.13977998814307357,0.8227520249398591,0.09307768691524726,0.0505054767625578
65,Cifar100,FedProx,63,3.667099050607604,0.13912127000856334,0.8226533921695091,0.09571569608179531,0.0507223733272078
66,Cifar100,FedProx,64,3.6624216678765364,0.14017521902377972,0.8231278406757434,0.0936318464215074,0.05067678062278094
67,Cifar100,FedProx,65,3.657335552970442,0.1404387062775838,0.8239159110202516,0.09341117710078799,0.050495034050891244
68,Cifar100,FedProx,66,3.6554359401508703,0.13938475726236743,0.8242136241471335,0.09455258137115083,0.05044017776159775
69,Cifar100,FedProx,67,3.6493386974482687,0.14103155259864303,0.8246642419901322,0.09352257269352039,0.050721772358004034
70,Cifar100,FedProx,68,3.6434610379000736,0.14103155259864303,0.8258771705766653,0.09158931583734992,0.04933803047003074
71,Cifar100,FedProx,69,3.6406906371691647,0.14188788617350637,0.8260473007201514,0.09272364339071852,0.04956078158692303
72,Cifar100,FedProx,70,3.636889492791552,0.14340293788287992,0.8263055975611169,0.09149767205295173,0.04961476376521806
73,Cifar100,FedProx,71,3.6336177165014387,0.14340293788287992,0.8264818913351777,0.0927803049330745,0.049840886099519394
74,Cifar100,FedProx,72,3.632949895115018,0.14399578420393913,0.826460274319742,0.09441667857463787,0.05053967939894843
75,Cifar100,FedProx,73,3.6312750842878234,0.14412752783084118,0.8266066051184687,0.09411547137988269,0.05055936919700615
76,Cifar100,FedProx,74,3.630095748787361,0.14373229695013504,0.826863399891978,0.09453835343454561,0.05035910907324843
77,Cifar100,FedProx,75,3.6265533494220303,0.14511560503260654,0.8268258088306695,0.09359122366674474,0.05051341447555128
78,Cifar100,FedProx,76,3.623325855716172,0.14728937487649035,0.8272097239215117,0.0954879758740306,0.05060988159880288
79,Cifar100,FedProx,77,3.615380770243314,0.14696001580923523,0.8280627384358843,0.09611422488157062,0.05030886760393371
80,Cifar100,FedProx,78,3.61128430612701,0.1471576312495883,0.8284327789292991,0.09561743215815327,0.05016721889064199
81,Cifar100,FedProx,79,3.6073286035902195,0.14537909228641063,0.8290486200394669,0.09552740183933343,0.049782965236987116
82,Cifar100,FedProx,80,3.607307745744935,0.1450497332191555,0.8291469820577367,0.0948745106211704,0.05000566095909414
83,Cifar100,FedProx,81,3.604220107574989,0.14669652855543114,0.8295011277042977,0.09410864333683593,0.04955871464337183
84,Cifar100,FedProx,82,3.603449148336109,0.14801396482445162,0.8293243224910316,0.09731772978139878,0.050174823958391984
85,Cifar100,FedProx,83,3.5970953201525075,0.14748699031684342,0.8302841975968235,0.09619960244239291,0.04964166935955804
86,Cifar100,FedProx,84,3.5936906540115845,0.14873855477241288,0.8305168417225025,0.09637747239993223,0.04897223655734337
87,Cifar100,FedProx,85,3.5921771598699443,0.14735524668994138,0.8305977781618307,0.09536149671057748,0.049048960820712
88,Cifar100,FedProx,86,3.5853586550060044,0.14722350306303933,0.8311942935297654,0.09203146803466403,0.04924634977274359
89,Cifar100,FedProx,87,3.5848821375095503,0.14761873394374547,0.8314286882212224,0.09403489023344716,0.04923309001353051
90,Cifar100,FedProx,88,3.5819157517147784,0.1482115802648047,0.8316964669390526,0.0927285963756645,0.04913465648125665
91,Cifar100,FedProx,89,3.5781182570386503,0.14913378565311902,0.8320647886682406,0.0953683054043126,0.049015531350756016
92,Cifar100,FedProx,90,3.5756836735762008,0.15045122192213953,0.8324125414833418,0.09549037079423536,0.048529740391731996
93,Cifar100,FedProx,91,3.5740089262692445,0.1501218628548844,0.8323731938185029,0.09567391310671126,0.0486470047464458
94,Cifar100,FedProx,92,3.568825230095696,0.15005599104143338,0.8326209290806859,0.09407618432920913,0.04870289844785212
95,Cifar100,FedProx,93,3.5673148401981365,0.15130755549700284,0.8325927645543401,0.09534387921749825,0.04874082232810572
96,Cifar100,FedProx,94,3.5651884980215134,0.15143929912390489,0.8328431136524841,0.0940333169196262,0.04869217411345869
97,Cifar100,FedProx,95,3.561285264494631,0.15170278637770898,0.8333667494999231,0.09528952525926486,0.04824185763833386
98,Cifar100,FedProx,96,3.559186477273251,0.1528226072063764,0.8333059192722887,0.09477851931893347,0.04871862011477105
99,Cifar100,FedProx,97,3.5572247263113415,0.15374481259469072,0.8336556464193021,0.09698535280905646,0.048104568261791006
100,Cifar100,FedProx,98,3.5546804453595215,0.15222976088531717,0.8339248324856383,0.09728705505264858,0.048610639168895346
101,Cifar100,FedProx,99,3.549844887498697,0.15354719715433765,0.8344292119580584,0.09701624537124147,0.04845584843282095
102,Cifar100,FedProx,100,3.5512876468381456,0.1520321454449641,0.8340818171541772,0.09504695355347244,0.04909920941510707
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,Cifar100,FedALA_AAW,0,4.616148001441786,0.009287925696594427,0.5019225793459141,0.020087653556514685,0.1046251435653638
3,Cifar100,FedALA_AAW,1,3.9214445833766103,0.13075554970028325,0.6578671338475142,0.19787755655728254,0.1786726325749653
4,Cifar100,FedALA_AAW,2,3.4500293973229117,0.2146762400368882,0.7392065738830685,0.23342520772906933,0.17370350379714203
5,Cifar100,FedALA_AAW,3,3.2543550290854943,0.24326460707463277,0.781516047414451,0.23001525075731297,0.1542725887120887
6,Cifar100,FedALA_AAW,4,3.089591909883044,0.26170871484091957,0.8015165917392143,0.23107393883029959,0.14437762943266116
7,Cifar100,FedALA_AAW,5,2.9815905609260813,0.2777814373229695,0.825476529085196,0.22708277103664842,0.12809982301308084
8,Cifar100,FedALA_AAW,6,2.9308793883321647,0.2723799486199855,0.8340082405570692,0.21937729167346742,0.11935676405540846
9,Cifar100,FedALA_AAW,7,2.822948622060457,0.28153613068967787,0.8464950795360745,0.21985113051185232,0.1093624074493793
10,Cifar100,FedALA_AAW,8,2.740891324772509,0.2984651867465911,0.8547528478379426,0.22868333904019156,0.10635896129551536
11,Cifar100,FedALA_AAW,9,2.755957436033618,0.29121928726697843,0.8576648154386014,0.21661779052564645,0.09862099158383839
12,Cifar100,FedALA_AAW,10,2.702880071727925,0.2895066201172518,0.8643290536518473,0.20724307432248204,0.09368728689699256
13,Cifar100,FedALA_AAW,11,2.613246082038241,0.3093999077794612,0.871633993684954,0.2125738802376893,0.08903385011533899
14,Cifar100,FedALA_AAW,12,2.5895222318461393,0.31177129306369805,0.8737575438364629,0.21396447780266245,0.08854964387376506
15,Cifar100,FedALA_AAW,13,2.575617113742546,0.3099927541005204,0.8764561396367233,0.210335558234202,0.08545595404175245
16,Cifar100,FedALA_AAW,14,2.590255954924113,0.3039984190764772,0.8751705382952087,0.2022358390480472,0.083500371117651
17,Cifar100,FedALA_AAW,15,2.543869321445648,0.31262762663856136,0.8782512195583528,0.20411665941222004,0.0849211717401932
18,Cifar100,FedALA_AAW,16,2.4939361121050547,0.3214544496409986,0.8830990736416245,0.20410432689492206,0.08054294367310601
19,Cifar100,FedALA_AAW,17,2.4526547107806738,0.32020288518542916,0.8882712659089658,0.20490670358277502,0.07687650305058276
20,Cifar100,FedALA_AAW,18,2.4629045215239445,0.3192148079836638,0.8859255587947604,0.2034205833244892,0.07609140434368382
21,Cifar100,FedALA_AAW,19,2.433374321868487,0.3235623476714314,0.8876265239792783,0.20961700534599084,0.0775286445832243
22,Cifar100,FedALA_AAW,20,2.390846711716107,0.32296950135037217,0.891478908160604,0.20538609714465372,0.07448685368359939
23,Cifar100,FedALA_AAW,21,2.402741453893746,0.32455042487319674,0.8918081230918037,0.19766835667222196,0.07217906090698673
24,Cifar100,FedALA_AAW,22,2.375314860134722,0.32718529741123775,0.892732005173837,0.20024495650800966,0.07318948493813801
25,Cifar100,FedALA_AAW,23,2.365117677434861,0.3281733746130031,0.8931943741080499,0.1962760135915867,0.0699100402895407
26,Cifar100,FedALA_AAW,24,2.342883977869796,0.33377247875634014,0.895676062944233,0.19482182711274035,0.06957092713199638
27,Cifar100,FedALA_AAW,25,2.3324009273441644,0.33186219616626045,0.8959859141852202,0.20220790055404717,0.06939533365203404
28,Cifar100,FedALA_AAW,26,2.332353926417104,0.33581450497332194,0.8958649266288093,0.19944375639675516,0.07093834933910545
29,Cifar100,FedALA_AAW,27,2.339572493153771,0.3312034780317502,0.896889272461772,0.19456219506072112,0.06801685322950872
30,Cifar100,FedALA_AAW,28,2.297598040871432,0.3317963243528094,0.8963723260562072,0.19713840416949865,0.07013333121860472
31,Cifar100,FedALA_AAW,29,2.2748069786660756,0.3418088399973651,0.8985002140037377,0.19417428510900173,0.06776858654164054
32,Cifar100,FedALA_AAW,30,2.254498438255412,0.3438508662143469,0.8993095479890226,0.19451441391932917,0.06500457678373026
33,Cifar100,FedALA_AAW,31,2.264236740158299,0.3393057110862262,0.8994640279063538,0.19759790551863834,0.066846341501131
34,Cifar100,FedALA_AAW,32,2.2425296642484365,0.34648573875238786,0.901177133055008,0.19650752977203045,0.06728630519600227
35,Cifar100,FedALA_AAW,33,2.230993921332962,0.3422699426915223,0.9018263081883033,0.20082167447971086,0.0673261197604528
36,Cifar100,FedALA_AAW,34,2.238818889360623,0.34595876424477967,0.9025209566380944,0.1930105577268899,0.06567032763383274
37,Cifar100,FedALA_AAW,35,2.219651132814484,0.35030630393254725,0.9030500333778606,0.19790994546328203,0.06744520246197883
38,Cifar100,FedALA_AAW,36,2.2101089607571693,0.3454976615506225,0.9050180904019418,0.1956428303328273,0.06462298434248964
39,Cifar100,FedALA_AAW,37,2.201146753053788,0.35597127988933536,0.9049909800502207,0.18901291564074957,0.06352978710658944
40,Cifar100,FedALA_AAW,38,2.206707009247562,0.3493182267307819,0.9029321344373095,0.19580538482090531,0.065580545617958
41,Cifar100,FedALA_AAW,39,2.1662590358062244,0.3558395362624333,0.9051537247937578,0.19062144460142783,0.06530605771271332
42,Cifar100,FedALA_AAW,40,2.1499577323273313,0.36301956392859497,0.9053149445138646,0.19496430304189508,0.06400661428259179
43,Cifar100,FedALA_AAW,41,2.15509951417679,0.35656412621039457,0.905130449915556,0.19575769307979585,0.06489191416409056
44,Cifar100,FedALA_AAW,42,2.1762625633029504,0.35373163823200054,0.9065808855694097,0.1887007896666023,0.06443995792236384
45,Cifar100,FedALA_AAW,43,2.1487799034704778,0.3561030235162374,0.9071100589409101,0.19400614980996883,0.06377513375806733
46,Cifar100,FedALA_AAW,44,2.1367088899326285,0.3588037678677294,0.905906647509763,0.19578822545307684,0.0653952945524937
47,Cifar100,FedALA_AAW,45,2.1166671321968025,0.3609116658981622,0.9067618554418477,0.19591845745035427,0.06482603531804704
48,Cifar100,FedALA_AAW,46,2.155719647594378,0.35379751004545157,0.9072523872332326,0.19186860439934472,0.06256090494903627
49,Cifar100,FedALA_AAW,47,2.1355451143671575,0.3588696396811804,0.905919789101621,0.20221925655804762,0.06585095103552996
50,Cifar100,FedALA_AAW,48,2.1267118548731485,0.35682761346419867,0.9063368918554368,0.19768681375165298,0.06323169403587714
51,Cifar100,FedALA_AAW,49,2.1295250764130755,0.35728871615835583,0.9088346998797653,0.18721533643999397,0.06277526179043111
52,Cifar100,FedALA_AAW,50,2.091369111299276,0.3626243330478888,0.9088841286341481,0.19399615390722386,0.06185511021386442
53,Cifar100,FedALA_AAW,51,2.0982225437709925,0.3661155391607931,0.9093229346985441,0.19612418481429172,0.06219055091191171
54,Cifar100,FedALA_AAW,52,2.0790717094882623,0.36209735854028063,0.9090295578036478,0.19867336795007143,0.06571190075239208
55,Cifar100,FedALA_AAW,53,2.0547600139194895,0.3703313352216587,0.9114897242759541,0.18616177314403076,0.06117676008092633
56,Cifar100,FedALA_AAW,54,2.065847189365452,0.36295369211514394,0.9105506143667583,0.19203527365286202,0.06031598029589477
57,Cifar100,FedALA_AAW,55,2.0553526367061363,0.3680916935643238,0.9116516280738806,0.19440912688712503,0.06022395936389755
58,Cifar100,FedALA_AAW,56,2.030133205228716,0.368552796258481,0.9132237009013604,0.18967666469241892,0.060043148009265905
59,Cifar100,FedALA_AAW,57,2.068106419945145,0.3675647190567156,0.9109915516162105,0.18706520057153458,0.05915152978657877
60,Cifar100,FedALA_AAW,58,2.050550794195313,0.3678282063105197,0.9104743975695312,0.19901792612208746,0.0636006132023564
61,Cifar100,FedALA_AAW,59,2.0162139642682755,0.3733614386404058,0.9128622380188043,0.19755142753630575,0.06070375317747882
62,Cifar100,FedALA_AAW,60,2.0672787320733472,0.36064817864435805,0.9106027591775528,0.19083423333086694,0.061054883100814084
63,Cifar100,FedALA_AAW,61,2.0087375836767762,0.37158289967722813,0.9147390965596202,0.19299452722411078,0.05923907676685235
64,Cifar100,FedALA_AAW,62,2.035708335892775,0.3689480271391871,0.9127535847753641,0.19174098594503122,0.060535718539360774
65,Cifar100,FedALA_AAW,63,2.034441032688746,0.3680916935643238,0.9130857385328701,0.18763837124105479,0.05800143996511075
66,Cifar100,FedALA_AAW,64,2.0212581390256994,0.3661814109742441,0.9131755940636725,0.193356405383142,0.060039461308153894
67,Cifar100,FedALA_AAW,65,1.9900204532688817,0.3787629273433898,0.9137140240884747,0.18932159176117652,0.06133984663797128
68,Cifar100,FedALA_AAW,66,2.002225418383167,0.3701995915947566,0.9126271881802023,0.19261085899770397,0.06267984299442819
69,Cifar100,FedALA_AAW,67,1.9798205737160914,0.3718463869310322,0.9133632596295155,0.19667807306327598,0.06247706574630963
70,Cifar100,FedALA_AAW,68,1.9880933654753774,0.37085830972926687,0.9122763027697401,0.19247000073895149,0.06119904878802804
71,Cifar100,FedALA_AAW,69,1.9748829458799761,0.3761939266187998,0.9154127878479704,0.18899992936723553,0.06145615866487983
72,Cifar100,FedALA_AAW,70,1.9790034975995754,0.3756669521111916,0.9133002685460715,0.1860482646117635,0.060968292704565386
73,Cifar100,FedALA_AAW,71,1.9790524737251067,0.3733614386404058,0.9136873928442554,0.19110223660334874,0.05937903051061727
74,Cifar100,FedALA_AAW,72,1.9945789922923196,0.37158289967722813,0.9147017023866526,0.1857571130230013,0.05732257091804234
75,Cifar100,FedALA_AAW,73,2.0034313436754068,0.3700678479678546,0.9125458752636122,0.19513989615706692,0.05854674075151926
76,Cifar100,FedALA_AAW,74,1.969031684290974,0.37494236216323035,0.9136873801981249,0.18541935234728726,0.05858351065998163
77,Cifar100,FedALA_AAW,75,1.9546241575159038,0.38166128713523484,0.9161589880999773,0.19089851208739284,0.05751946084787097
78,Cifar100,FedALA_AAW,76,1.9589739762952436,0.37744549107436925,0.9149758956588205,0.18975792084133813,0.05985104381069493
79,Cifar100,FedALA_AAW,77,1.956139002651145,0.37382254133456294,0.9153761097928995,0.18879553798065243,0.05839738455052694
80,Cifar100,FedALA_AAW,78,1.9593908455620945,0.3709900533561689,0.9156002106536504,0.18618334295587521,0.05932513863783353
81,Cifar100,FedALA_AAW,79,1.9300519980555075,0.3761939266187998,0.916242207677631,0.1914965430035104,0.05820725872200054
82,Cifar100,FedALA_AAW,80,1.9383271006846423,0.37520584941703444,0.9151120629523205,0.19706783650748913,0.05965710496660358
83,Cifar100,FedALA_AAW,81,1.9429655040600111,0.3772478756340162,0.9153575564535893,0.189528781822558,0.05729626006420177
84,Cifar100,FedALA_AAW,82,1.9295686598465471,0.37052895066201175,0.9159337209319277,0.1934205707377769,0.05832619948554916
85,Cifar100,FedALA_AAW,83,1.947191201287074,0.37382254133456294,0.9143396522529968,0.19753366157944205,0.05647961012419694
86,Cifar100,FedALA_AAW,84,1.9299942299973083,0.3775772347012713,0.9157803915688469,0.18749316505086544,0.05723069241408694
87,Cifar100,FedALA_AAW,85,1.9237073571139014,0.3781042092088795,0.9156782969217268,0.19575739606755765,0.05934020000319607
88,Cifar100,FedALA_AAW,86,1.8890496090542905,0.3787629273433898,0.9167397935606935,0.19015597579668292,0.05756549849407118
89,Cifar100,FedALA_AAW,87,1.909815660485975,0.3748764903497793,0.916096901442609,0.19147171822044282,0.05887020759374926
90,Cifar100,FedALA_AAW,88,1.9344586877375585,0.36881628351228507,0.9146668523566069,0.19445591771328624,0.05831440972212195
91,Cifar100,FedALA_AAW,89,1.8996816434338148,0.3753375930439365,0.9164831716989565,0.20036521302833327,0.06137352586845436
92,Cifar100,FedALA_AAW,90,1.9069940480182412,0.38139779988143074,0.9162126793544876,0.19426177307358836,0.05761660493717945
93,Cifar100,FedALA_AAW,91,1.8750346446642188,0.38060733812001846,0.9178664698042849,0.19879461825452557,0.058682380100671006
94,Cifar100,FedALA_AAW,92,1.9014366951665145,0.3842961596732758,0.9170325651733509,0.19302279759550864,0.05888174166035769
95,Cifar100,FedALA_AAW,93,1.898161824048964,0.3788287991568408,0.9171430526043132,0.18768184079575326,0.05888971783087165
96,Cifar100,FedALA_AAW,94,1.8713566261282624,0.38502074962123706,0.9183519444062532,0.18919127208987463,0.057949564628766
97,Cifar100,FedALA_AAW,95,1.8903817284866358,0.38087082537382255,0.9160986738885393,0.19160882162632623,0.05710876669662408
98,Cifar100,FedALA_AAW,96,1.8926510680773112,0.38475726236743296,0.917054382830646,0.19062328497777165,0.059505201486576245
99,Cifar100,FedALA_AAW,97,1.8725719093600997,0.3843620314867268,0.9177491762526471,0.19436315567630946,0.059603348993672874
100,Cifar100,FedALA_AAW,98,1.8687077371706882,0.37744549107436925,0.9167076823964436,0.1924683092442541,0.0592303093815232
101,Cifar100,FedALA_AAW,99,1.8735154094190878,0.38284697977735327,0.9187529561884401,0.1917339603765759,0.05559670839441279
